Aluminum,Carbon,Oxygen,Iron,Silicon,Copper,Cobalt,Hydrogen,Chromium,Nickel,Lithium,Zinc,Magnesium,Tin,Calcium,Sulfur,Potassium,Manganese,Titanium,Phosphorus,Lead,Vanadium,Bismuth,Molybdenum,Tantalum,Arsenic,Gold,Chlorine,Gallium
26.14,15.39,14.5,11.44,7.31,7.08,6.11,3.28,2.83,3.1,0.47,0.34,0.31,0.31,0.24,0.24,0.24,0.24,0.23,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01
