Aluminum,Carbon,Iron,Silicon,Copper,Cobalt,Hydrogen,Chrome,Nickel,Lithium,Zinc,Magnesium,Tin,Calcium,Sulfur,Potassium,Manganese,Titanium,Phosphorus,Lead,Vanadium,Bismuth,Molybedenum,Tantalum,Aresenic,Gold,Chlorine,Gallium,Others
24.14,15.39,14.44,6.31,6.08,5.11,4.28,3.83,2.1,0.67,0.54,0.51,0.51,0.34,0.34,0.25,0.23,0.23,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.53
