Aluminum,Carbon,Oxygen,Iron,Silicon,Copper,Cobalt,Hydrogen,Chromium,Nickel,Lithium,Zinc,Magnesium,Tin,Calcium,Sulfur,Potassium,Manganese,Titanium,Phosphorus,Lead,Vanadium,Bismuth,Molybdenum,Tantalum,Arsenic,Gold,Chlorine,Gallium
15,13.63,15,15,12,8,8,4.28,2.5,2.1,1,0.54,0.4,1,0.34,0.34,0.25,0.2,0.23,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01
